CMPD_CHEMBLID	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	STANDARD_TYPE	STANDARD_VALUE	STANDARD_UNITS
CHEMBL3798204	590.72	4.09	152.66	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@H](N)Cc5c[nH]c6ccccc56)cc1	IC50	90	nM
CHEMBL3798204	590.72	4.09	152.66	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@H](N)Cc5c[nH]c6ccccc56)cc1	IC50	130	nM
CHEMBL3800383	590.72	4.09	152.66	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@@H](N)Cc5c[nH]c6ccccc56)cc1	IC50	1000	nM
CHEMBL3800383	590.72	4.09	152.66	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@@H](N)Cc5c[nH]c6ccccc56)cc1	IC50	1000	nM
CHEMBL398607	464.56	4.09	101.61	0	NCC(=O)N[C@H](Cc1c[nH]c2ccccc12)c3nnc(CCc4ccccc4)n3c5ccccc5	IC50	1000	nM
CHEMBL2048818	488.02	4.1	64.13	0	COc1ccc(OCC(=O)N2CCC3(CC2)CN(Cc4ccc(OCC(C)C)cc4Cl)C3)cn1	IC50	59	nM
CHEMBL3218909	479.61	4.1	72.19	0	COc1cccc(c1)n2cc3N=C(CC(C)C)N(C[C@H]4CCCN(C[C@H]5CCCO5)C4)C(=O)c3n2	IC50	500	nM
CHEMBL3645259	632.75	4.11	155.73	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C)cc1	IC50	1.4	nM
CHEMBL3319212	509.04	4.11	145.09	1	CCN(CC)CCCS(=O)(=O)c1ccc2nc(NC(=O)NC(=O)c3ccccc3Cl)sc2c1	IC50	13	nM
CHEMBL3645259	632.75	4.11	155.73	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C)cc1	IC50	19	nM
CHEMBL3645259	632.75	4.11	155.73	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@@H](Cc5c[nH]c6ccccc56)NC(=O)C)cc1	IC50	22	nM
CHEMBL3800176	632.75	4.11	155.74	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@H](Cc5c[nH]c6ccccc56)NC(=O)C)cc1	IC50	1000	nM
CHEMBL3800176	632.75	4.11	155.74	1	COc1ccc(Cn2c(nnc2[C@@H](Cc3c[nH]c4ccccc34)NC(=O)C(C)(C)N)[C@H](Cc5c[nH]c6ccccc56)NC(=O)C)cc1	IC50	1000	nM
CHEMBL3593814	549.02	4.12	110.81	1	COc1ccc(CNC(=O)c2cc(cnc2NCc3ccc4OCOc4c3)C#CC(C)(C)NC(=O)C)cc1Cl	IC50	3	nM
CHEMBL205784	441.52	4.12	108.31	0	COc1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3COCc4ccccc4)cc1	IC50	7.7	nM
CHEMBL205784	441.52	4.12	108.31	0	COc1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3COCc4ccccc4)cc1	IC50	90	nM
CHEMBL403066	483.6	4.12	95.06	0	COc1ccc(Cn2c(Cc3ccccc3)nnc2[C@@H](Cc4ccccc4)NC(=O)C(C)(C)N)cc1	IC50	1000	nM
CHEMBL509976	834.02	4.13	246.19	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C)N)C(=O)N	IC50	0.35	nM
CHEMBL509976	834.02	4.13	246.19	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C)N)C(=O)N	IC50	6.1	nM
CHEMBL509976	834.02	4.13	246.19	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C)N)C(=O)N	IC50	14	nM
CHEMBL509976	834.02	4.13	246.19	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C)N)C(=O)N	IC50	15	nM
CHEMBL509976	834.02	4.13	246.19	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C)N)C(=O)N	IC50	15	nM
CHEMBL509976	834.02	4.13	246.19	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C)N)C(=O)N	IC50	15	nM
CHEMBL509976	834.02	4.13	246.19	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C)N)C(=O)N	IC50	28	nM
CHEMBL509976	834.02	4.13	246.19	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C)N)C(=O)N	IC50	41	nM
CHEMBL205568	411.5	4.13	99.08	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NCc4ccccc4)cc3	IC50	50	nM
CHEMBL509976	834.02	4.13	246.19	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C)N)C(=O)N	IC50	53	nM
CHEMBL2164501	516.25	4.13	64.67	1	CN1CCCN(CC(=O)NC2(C(=O)Nc3cc(Cl)cc(Cl)c23)c4ccc(Cl)c(Cl)c4)CC1	IC50	64	nM
CHEMBL509976	834.02	4.13	246.19	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C)N)C(=O)N	IC50	81	nM
CHEMBL509976	834.02	4.13	246.19	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C)N)C(=O)N	IC50	160	nM
CHEMBL205568	411.5	4.13	99.08	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NCc4ccccc4)cc3	IC50	980	nM
CHEMBL509976	834.02	4.13	246.19	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C)N)C(=O)N	IC50	1000	nM
CHEMBL509976	834.02	4.13	246.19	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C)N)C(=O)N	IC50	1000	nM
CHEMBL509976	834.02	4.13	246.19	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C)N)C(=O)N	IC50	1000	nM
CHEMBL509976	834.02	4.13	246.19	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C)N)C(=O)N	IC50	1000	nM
CHEMBL509976	834.02	4.13	246.19	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C)N)C(=O)N	IC50	1000	nM
CHEMBL509976	834.02	4.13	246.19	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C)N)C(=O)N	IC50	1000	nM
CHEMBL509976	834.02	4.13	246.19	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C)N)C(=O)N	IC50	1000	nM
CHEMBL509976	834.02	4.13	246.19	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C)N)C(=O)N	IC50	1000	nM
CHEMBL509976	834.02	4.13	246.19	2	CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](C)N)C(=O)N	IC50	1000	nM
CHEMBL1078497	460.63	4.14	121.7	0	CCCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CC(C)(C)N)cc2	IC50	97	nM
CHEMBL203019	463.6	4.14	132.36	0	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3C4CC5CCC4C5)cc1	IC50	137	nM
CHEMBL206091	353.85	4.14	89.85	0	CCc1nc(N)nc(N)c1c2ccc(CNc3ccc(Cl)cc3)cc2	IC50	300	nM
CHEMBL1079873	460.63	4.14	121.7	0	CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CCC(C)(C)N)cc2	IC50	310	nM
CHEMBL381942	353.85	4.14	89.85	0	CCc1nc(N)nc(N)c1c2ccc(NCc3ccc(Cl)cc3)cc2	IC50	310	nM
CHEMBL381942	353.85	4.14	89.85	0	CCc1nc(N)nc(N)c1c2ccc(NCc3ccc(Cl)cc3)cc2	IC50	310	nM
CHEMBL536779	507.42	4.14	87.79	1	Cl.NCCCCCCNC(=O)CN1C(=O)c2cc(Br)ccc2N=C1c3ccc4ccccc4c3	IC50	960	nM
CHEMBL381942	353.85	4.14	89.85	0	CCc1nc(N)nc(N)c1c2ccc(NCc3ccc(Cl)cc3)cc2	IC50	1380	nM
CHEMBL381942	353.85	4.14	89.85	0	CCc1nc(N)nc(N)c1c2ccc(NCc3ccc(Cl)cc3)cc2	IC50	1400	nM
CHEMBL2164492	489.44	4.14	64.67	0	CN1CCN(CC(=O)NC2(C(=O)Nc3cc(Cl)c(Cl)cc23)c4ccc(cc4)C(C)(C)C)CC1	IC50	1470	nM
CHEMBL206091	353.85	4.14	89.85	0	CCc1nc(N)nc(N)c1c2ccc(CNc3ccc(Cl)cc3)cc2	IC50	3150	nM
CHEMBL1082044	460.63	4.15	121.7	0	CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CC(C)(C)CN)cc2	IC50	444	nM
CHEMBL2164503	516.25	4.16	64.67	1	CN(C)[C@@H]1CCN(CC(=O)NC2(C(=O)Nc3cc(Cl)cc(Cl)c23)c4ccc(Cl)c(Cl)c4)C1	IC50	25	nM
CHEMBL2164504	516.25	4.16	64.67	1	CN(C)[C@H]1CCN(CC(=O)NC2(C(=O)Nc3cc(Cl)cc(Cl)c23)c4ccc(Cl)c(Cl)c4)C1	IC50	110	nM
CHEMBL3319224	613.15	4.17	161.22	1	CN1CCN(CCCS(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4cc(ccc4Cl)c5ccccn5)sc3c2)CC1	IC50	0.69	nM
CHEMBL182134	432.3	4.17	75.44	0	CCN(C(=O)C)c1ccc(NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl)cc1	IC50	10000	nM
CHEMBL2011819	554.68	4.18	90.98	1	CC(C)[C@@H](N1CC(=O)Nc2ccc(Oc3ccccc3C)cc2C1=O)C(=O)NC4CCN(Cc5ccccc5)CC4	IC50	3	nM
CHEMBL2011818	554.68	4.18	90.98	1	CC(C)[C@@H](N1CC(=O)Nc2ccc(Oc3ccc(C)cc3)cc2C1=O)C(=O)NC4CCN(Cc5ccccc5)CC4	IC50	7	nM
CHEMBL3319219	576.13	4.19	148.33	1	CN1CCN(CCCS(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4cc(ccc4Cl)C5CC5)sc3c2)CC1	IC50	0.33	nM
CHEMBL204474	437.49	4.19	120.07	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(OCc4ccc(cc4)C#N)cc3	IC50	83	nM
CHEMBL204474	437.49	4.19	120.07	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(OCc4ccc(cc4)C#N)cc3	IC50	3610	nM
CHEMBL1078900	480.62	4.21	121.7	0	CC(C)c1ccc(NC(=O)Nc2ccc(cc2)S(=O)(=O)Nc3ccc(CC(C)(C)N)cc3)cc1	IC50	8	nM
CHEMBL383454	506.59	4.22	135.6	1	CN(Cc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2)c4ccc(F)cc4	IC50	10	nM
CHEMBL2164502	530.27	4.22	64.67	1	CN(C)C1CCN(CC(=O)NC2(C(=O)Nc3cc(Cl)cc(Cl)c23)c4ccc(Cl)c(Cl)c4)CC1	IC50	239	nM
CHEMBL3319221	601.14	4.25	153.26	1	CN1CCN(CCCS(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4cc(ccc4Cl)n5cccc5)sc3c2)CC1	IC50	0.15	nM
CHEMBL382375	451.97	4.25	127.32	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NCc4csc(Cl)c4)cc3	IC50	6.3	nM
CHEMBL3218914	542.67	4.25	85.08	1	CC(C)Oc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(C[C@H]5CCCO5)C4)C(=O)c3n2)c6cccnc6C	IC50	11	nM
CHEMBL382375	451.97	4.25	127.32	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NCc4csc(Cl)c4)cc3	IC50	170	nM
CHEMBL3319397	636.57	4.26	166.15	1	CN1CCN(CCCS(=O)(=O)c2ccc3nc(NC(=O)NC(=O)c4cc(c(Cl)cc4Cl)n5cccn5)sc3c2)CC1	IC50	0.31	nM
CHEMBL1080939	458.94	4.26	69.3	0	C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(nc4)c5ccccc5Cl	IC50	13	nM
CHEMBL1079622	458.94	4.26	69.3	0	C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cn4)c5ccccc5Cl	IC50	37.2	nM
CHEMBL427680	533.67	4.27	100.52	1	Cc1ncccc1n2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C6CCNCC6	IC50	1000	nM
CHEMBL240746	540.72	4.28	112.79	1	O=C(N[C@H](Cc1c[nH]c2ccccc12)C3=NNC(CCc4ccccc4)N3Cc5cccs5)C6CCNCC6	IC50	255	nM
CHEMBL1081254	453.53	4.3	65.64	0	COc1ccc(cc1)c2ccc(cc2)C(=O)N3CCN([C@@H](C)C3)C(=O)c4ccc5cc[nH]c5c4	IC50	7	nM
CHEMBL1081648	453.53	4.3	65.64	0	COc1cccc(c1)c2ccc(cc2)C(=O)N3CCN([C@@H](C)C3)C(=O)c4ccc5cc[nH]c5c4	IC50	12	nM
CHEMBL1081212	453.53	4.3	65.64	0	COc1ccccc1c2ccc(cc2)C(=O)N3CCN([C@@H](C)C3)C(=O)c4ccc5cc[nH]c5c4	IC50	26	nM
CHEMBL1082163	453.53	4.3	65.64	0	COc1cccc(c1)c2ccc(cc2)C(=O)N3CCN(C[C@H]3C)C(=O)c4ccc5cc[nH]c5c4	IC50	68	nM
CHEMBL1082162	453.53	4.3	65.64	0	COc1cccc(c1)c2ccc(cc2)C(=O)N3CCN(C[C@@H]3C)C(=O)c4ccc5cc[nH]c5c4	IC50	280	nM
CHEMBL1081649	453.53	4.3	65.64	0	COc1cccc(c1)c2ccc(cc2)C(=O)N3CCN([C@H](C)C3)C(=O)c4ccc5cc[nH]c5c4	IC50	640	nM
CHEMBL3319217	564.12	4.31	148.33	1	CCc1ccc(Cl)c(c1)C(=O)NC(=O)Nc2nc3ccc(cc3s2)S(=O)(=O)CCCN4CCN(C)CC4	IC50	0.078	nM
CHEMBL1082211	423.51	4.31	56.41	0	C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4)c5ccccc5	IC50	6	nM
CHEMBL377514	558.69	4.32	161.46	1	Cc1cc(C)cc(CNC(=O)CCc2nc(N)nc(N)c2c3ccc(NCc4ccc(cc4)S(=O)(=O)C)cc3)c1	IC50	0.4	nM
CHEMBL377514	558.69	4.32	161.46	1	Cc1cc(C)cc(CNC(=O)CCc2nc(N)nc(N)c2c3ccc(NCc4ccc(cc4)S(=O)(=O)C)cc3)c1	IC50	3	nM
CHEMBL444277	462.55	4.32	111.97	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NCc4cnc5ccccc5c4)cc3	IC50	130	nM
CHEMBL444277	462.55	4.32	111.97	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NCc4cnc5ccccc5c4)cc3	IC50	780	nM
CHEMBL202642	451.97	4.33	127.32	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NCc4ccc(Cl)s4)cc3	IC50	43	nM
CHEMBL3319274	396.25	4.33	108.56	0	COc1ccc2nc(NC(=O)NC(=O)c3c(Cl)cccc3Cl)sc2c1	IC50	210	nM
CHEMBL202642	451.97	4.33	127.32	0	Nc1nc(N)c(c(COCc2ccccc2)n1)c3ccc(NCc4ccc(Cl)s4)cc3	IC50	320	nM
CHEMBL2011834	560.73	4.34	90.97	1	CC(C)[C@@H](N1CC(=O)Nc2ccc(Oc3ccccc3)cc2C1=O)C(=O)N4CCC(CC4)N[C@H](C)C5CCCCC5	IC50	2.5	nM
CHEMBL3319401	575.1	4.34	162.91	1	CCN(CC)CCCS(=O)(=O)c1ccc2nc(NC(=O)NC(=O)c3cc(ccc3Cl)n4cccn4)sc2c1	IC50	3.9	nM
CHEMBL2048817	446.58	4.34	61.46	0	CC(C)COc1ccc(CN2CC3(CCN(CC3)C(=O)Cc4n[nH]c5ccccc45)C2)cc1	IC50	120	nM
CHEMBL3218915	550.6	4.35	85.08	1	Cc1ncccc1C2=Nc3cn(nc3C(=O)N2C[C@H]4CCCN(C[C@H]5CCCO5)C4)c6cccc(OC(F)F)c6	IC50	27	nM
CHEMBL393693	577.68	4.35	135.87	1	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](Cc5c[nH]c6ccccc56)NC(=O)CN)c(OC)c1	IC50	38	nM
CHEMBL2011835	560.73	4.36	90.97	1	CC(C)[C@@H](N1CC(=O)Nc2ccc(Oc3ccccc3)cc2C1=O)C(=O)N4CCC(CC4)NCCC5CCCCC5	IC50	4.1	nM
CHEMBL3218903	486.61	4.36	75.85	0	COc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(CC(C)C)C4)C(=O)c3n2)c5cccnc5C	IC50	5.7	nM
CHEMBL2011821	575.1	4.36	90.98	1	CC(C)[C@@H](N1CC(=O)Nc2ccc(Oc3ccc(Cl)cc3)cc2C1=O)C(=O)NC4CCN(Cc5ccccc5)CC4	IC50	28	nM
CHEMBL2011820	575.1	4.36	90.98	1	CC(C)[C@@H](N1CC(=O)Nc2ccc(Oc3cccc(Cl)c3)cc2C1=O)C(=O)NC4CCN(Cc5ccccc5)CC4	IC50	171	nM
CHEMBL3593636	589.08	4.37	102.02	1	COc1ccc(CNC(=O)c2cc(cnc2NCc3ccc4OCOc4c3)C5=C[C@@H]6CC[C@H](C5)N(C6)C(=O)C)cc1Cl	IC50	0.3	nM
CHEMBL206687	439.57	4.37	132.36	0	CCCCCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	19	nM
CHEMBL206687	439.57	4.37	132.36	0	CCCCCc1nc(N)nc(N)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	211	nM
CHEMBL2011825	572.67	4.38	90.98	1	CC(C)[C@@H](N1CC(=O)Nc2ccc(Oc3ccc(F)cc3C)cc2C1=O)C(=O)NC4CCN(Cc5ccccc5)CC4	IC50	0.2	nM
CHEMBL3586023	525.6	4.38	99.53	1	CCCn1cc(cn1)c2cnc(NCc3ccc4CCOc4c3)c(c2)C(=O)NCC5COc6ccccc6O5	IC50	11	nM
CHEMBL3218913	542.67	4.4	85.08	1	CCCOc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(C[C@H]5CCCO5)C4)C(=O)c3n2)c6cccnc6C	IC50	4.8	nM
CHEMBL221674	552.67	4.4	120.08	1	COc1cc(Cn2c(Cc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)cc(OC)c1	IC50	110	nM
CHEMBL373507	552.67	4.4	120.08	1	COc1ccc(Cn2c(Cc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)c(OC)c1	IC50	560	nM
CHEMBL373507	552.67	4.4	120.08	1	COc1ccc(Cn2c(Cc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)c(OC)c1	IC50	560	nM
CHEMBL398797	533.67	4.4	100.52	1	Cc1ncccc1n2c(CCc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H]6CCCNC6	IC50	1000	nM
CHEMBL402811	552.67	4.4	120.08	1	COc1ccc(Cn2c(Cc3ccccc3)nnc2[C@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)c(OC)c1	IC50	1000	nM
CHEMBL239464	563.74	4.41	96.58	1	CCc1ccc(CN2C(CCc3ccccc3)NN=C2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C6CNCCN6)cc1	IC50	178	nM
CHEMBL3586022	540.64	4.41	131.43	1	CCCn1cc(cn1)c2cnc(NCc3ccc4ncsc4c3)c(c2)C(=O)NCC5COc6ccccc6O5	IC50	260	nM
CHEMBL2164499	516.25	4.42	64.67	1	CCN1CCN(CC(=O)NC2(C(=O)Nc3cc(Cl)cc(Cl)c23)c4ccc(Cl)c(Cl)c4)CC1	IC50	7	nM
CHEMBL1079091	494.65	4.42	121.7	0	CC(C)(N)Cc1ccc(NS(=O)(=O)c2ccc(NC(=O)Nc3ccc(cc3)C(C)(C)C)cc2)cc1	IC50	16	nM
CHEMBL222518	522.64	4.42	110.85	1	COc1ccc(Cn2c(Cc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)cc1	IC50	120	nM
CHEMBL224921	522.64	4.42	110.85	1	COc1cccc(Cn2c(Cc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)c1	IC50	120	nM
CHEMBL222518	522.64	4.42	110.85	1	COc1ccc(Cn2c(Cc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)cc1	IC50	121	nM
CHEMBL375150	522.64	4.42	110.85	1	COc1ccccc1Cn2c(Cc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N	IC50	410	nM
CHEMBL254741	566.69	4.42	120.08	1	COc1ccc(Cn2c(CCc3c[nH]c4ccccc34)nnc2[C@@H](COCc5ccccc5)NC(=O)C(C)(C)N)cc1	IC50	800	nM
CHEMBL222518	522.64	4.42	110.85	1	COc1ccc(Cn2c(Cc3ccccc3)nnc2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)cc1	IC50	870	nM
CHEMBL403842	522.64	4.42	110.85	1	COc1ccc(Cn2c(Cc3ccccc3)nnc2[C@H](Cc4c[nH]c5ccccc45)NC(=O)C(C)(C)N)cc1	IC50	1000	nM
CHEMBL377305	439.57	4.43	118.38	0	CCCNc1nc(N)nc(CC)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	151	nM
CHEMBL377305	439.57	4.43	118.38	0	CCCNc1nc(N)nc(CC)c1c2ccc(NCc3ccc(cc3)S(=O)(=O)C)cc2	IC50	237	nM
CHEMBL373772	492.61	4.43	101.61	0	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)c3nnc(Cc4ccccc4)n3Cc5ccccc5	IC50	500	nM
CHEMBL1082723	390.24	4.43	56.92	0	C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]4(N1)C(=O)Nc5ccc(Cl)cc45	IC50	30000	nM
CHEMBL3218904	498.62	4.44	75.85	0	COc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(CC5CCC5)C4)C(=O)c3n2)c6cccnc6C	IC50	1.6	nM
CHEMBL205294	451.58	4.46	132.36	0	CS(=O)(=O)c1ccc(CNc2ccc(cc2)c3c(N)nc(N)nc3C4CCCCC4)cc1	IC50	36	nM
CHEMBL538068	490.6	4.46	87.79	0	Cl.NCCCCCNC(=O)CN1C(=O)c2cc(ccc2N=C1c3ccc4ccccc4c3)c5ccccc5	IC50	340	nM
CHEMBL359714	434.32	4.46	78.6	0	CCN(CCO)c1ccc(NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl)cc1	IC50	3100	nM
CHEMBL359714	434.32	4.46	78.6	0	CCN(CCO)c1ccc(NC(=O)c2c(C)onc2c3c(Cl)cccc3Cl)cc1	IC50	9200	nM
CHEMBL1079046	474.66	4.47	107.71	0	CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CC(C)(C)NCC)cc2	IC50	30	nM
CHEMBL396681	580.72	4.48	103.01	1	COc1ccc(CN2C(CCc3ccccc3)NN=C2[C@@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@H]6CCCN6)c(OC)c1	IC50	44	nM
